ID,Page,LineNum,Enterer,Recorder,Team,Year,SurveyDate,BlockID,SiteID,Plot,PlotID,HostID,HostAbund,IndNum,BranchNum,BranchLength,BranchDiam,NumLeaves,CatID,CatSpecies,Count,BadHost,CatIDNum,RearID,FieldNotes,EntererNotes,CleaningNotes,
6271,59,12,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,ACERU,1,1,5,78,7,NA,,NA,0,,NA,,,,,
6272,59,13,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,1,136,7,NA,NOLATR,Nola triquetrana,1,,NA,,,,,
6273,59,14,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,2,75,8.3,NA,NEMARE,Nematocampa resistaria,1,,NA,,,,,
6274,59,15,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,3,119,10.4,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6275,59,16,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,4,103,8.2,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6276,59,17,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,5,89,7.1,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6277,59,18,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,HAMVI,3,1,5,89,7.1,NA,TORTRI,Tortricidae,1,,NA,,Tortricidae,,,
6278,59,19,CG,CM,"CM,JM",2018,2018-06-14,NC,MRL,3_CP2,NC_MRL_3_CP2,BETLE,1,1,1,67,5.7,NA,,NA,0,,NA,,,,,
6279,59,20,CG,CM,"CM,JM",2018,2018-06-14,BB,BBL,4_CP2,BB_BBL_4_CP2,ACENI,1,1,1,NA,NA,54,LYMADI,Lymantria dispar,2,,NA,,Acer nigrum (JGM),,,
6280,59,21,CG,CM,"CM,JM",2018,2018-06-14,BB,BBL,4_CP2,BB_BBL_4_CP2,ACENI,1,1,1,NA,NA,54,MALADI,Malacosoma disstria,1,,NA,,,,,
6281,59,22,CG,CM,"CM,JM",2018,2018-06-14,BB,BBL,4_CP2,BB_BBL_4_CP2,ACENI,1,1,1,NA,NA,54,ORGYLE,Orgyia leucostigma,1,,NA,,,,,
6282,60,1,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP3,NC_MRL_4_CP3,CARTO,1,1,1,NA,NA,10,,NA,0,,NA,,,,Changed to CARTO from other years (JGM),
6283,60,2,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP3,NC_MRL_4_CP3,CARTO,1,1,2,10,3.2,NA,,NA,0,,NA,,,,Changed to CARTO from other years (JGM),
6284,60,3,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP3,NC_MRL_4_CP3,CARTO,1,1,3,22,5.2,NA,,NA,0,,NA,,,,Changed to CARTO from other years (JGM),
6285,60,4,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP3,NC_MRL_4_CP3,BETLE,1,1,1,70,4,NA,,NA,0,,NA,,,,,
6286,60,5,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP1,NC_MRL_4_CP1,ACERU,1,1,1,24,2.9,NA,,NA,0,,NA,,,,,
6287,60,6,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP1,NC_MRL_4_CP1,ACERU,1,1,2,NA,NA,20,,NA,0,,NA,,,,,
6288,60,7,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,4_CP1,NC_MRL_4_CP1,ACERU,1,1,3,55,4.4,NA,,NA,0,,NA,,,,,
6289,60,8,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,2_CP3,NC_MRL_2_CP3,KALLA,1,1,1,62,7.4,NA,,NA,0,,NA,,,,"On datasheet as 4_CP3, more likely 2_CP3 or 2_CP1",
6290,60,9,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,2_CP3,NC_MRL_2_CP3,KALLA,1,1,2,49,5.3,NA,,NA,0,,NA,,,,"On datasheet as 4_CP3, more likely 2_CP3 or 2_CP1",
6291,60,10,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,2_CP3,NC_MRL_2_CP3,CARGL,1,1,1,5,4.3,NA,,NA,0,,NA,,,,"On datasheet as 4_CP3, more likely 2_CP3 or 2_CP1",
6292,60,11,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,HAMVI,4,1,1,99,8.8,NA,MALADI,Malacosoma disstria,1,,NA,,,,,
6293,60,12,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,KALLA,3,1,1,143,5.6,NA,,NA,0,,NA,,,,,
6294,60,13,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,KALLA,3,1,2,62,10,NA,,NA,0,,NA,,,,,
6295,60,14,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,HAMVI,4,2,2,133,11.9,NA,PYREHE,Pyreferra hesperidago,1,,1,NC_MRL_3_CP1_1_2018,,,,
6296,60,15,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,HAMVI,4,3,3,168,8.2,NA,,NA,0,,NA,,,,,
6297,60,16,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,HAMVI,4,3,4,126,8.6,NA,,NA,0,,NA,,,,,
6298,60,17,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,HAMVI,4,4,5,96,8.4,NA,MALADI,Malacosoma disstria,1,,NA,,,,,
6299,60,18,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,KALLA,3,2,3,88,8.7,NA,EUPIXX,Eupithecia,1,,NA,,,,,
6300,60,19,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,KALLA,3,2,3,88,8.7,NA,TORTRI,Tortricidae,1,,2,NC_MRL_3_CP1_2_2018,,,,
6301,60,20,CG,DC,"DC,DW",2018,2018-06-14,NC,MRL,3_CP1,NC_MRL_3_CP1,KALLA,3,3,4,69,11.5,NA,,NA,0,,NA,,,,,
6302,60,21,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,1,1,98,9.4,NA,ORTHRU,Orthosia rubescens,1,,1,BB_BBL_3_CP1_1_2018,green,,,
6303,60,22,CG,DC,"DC,DW",2018,2018-06-15,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,1,1,98,9.4,NA,TORTRI,Tortricidae,1,,2,BB_BBL_3_CP1_2_2018,,,,
6304,60,23,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,2,2,104,13.3,NA,,NA,0,,NA,,,,,
6305,60,24,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,GAYBA,8,1,1,52,6.6,NA,LAMBFI,Lambdina fiscellaria,1,,NA,,,,Likely L. fiscellaria (JGM),
6306,60,25,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,GAYBA,8,2,2,79,9.3,NA,,NA,0,,NA,,,,,
6307,60,26,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,GAYBA,8,3,3,59,6.4,NA,,NA,0,,NA,,,,,
6308,60,27,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,GAYBA,8,4,4,59,6,NA,,NA,0,,NA,,,,,
6309,60,28,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,GAYBA,8,5,5,57,5.5,NA,,NA,0,,NA,,,,,
6310,60,29,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,ACERU,2,1,1,87,7.1,NA,,NA,0,,NA,,,,,
6311,60,30,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,ACERU,2,2,3,112,7.5,NA,SPERPU,Speranza pustularia,1,,NA,,,,,
6312,60,31,CG,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,ACERU,2,2,2,58,6.4,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6313,60,32,CG,DC,"DC,DW",2018,2018-06-15,BB,BBL,3_CP1,BB_BBL_3_CP1,ACERU,2,2,2,58,6.4,NA,SPERPU,Speranza pustularia,1,,NA,,,,,
6314,61,1,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,LYOLI,3,1,1,173,8.9,NA,,NA,0,,NA,,,,,
6315,61,2,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,LYOLI,3,2,2,46,5,NA,,NA,0,,NA,,,,,
6316,61,3,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,LYOLI,3,3,3,98,11,NA,CHORRO,Choristoneura rosaceana,1,,1,BB_BBL_3_CP2_1_2018,green,,,
6317,61,4,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,1,1,119,12.3,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6318,61,5,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,1,1,119,12.3,NA,CHORRO,Choristoneura rosaceana,1,,2,BB_BBL_3_CP2_2_2018,,,,
6319,61,6,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,1,2,120,12.5,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6320,61,7,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,1,2,120,12.5,NA,NEMARE,Nematocampa resistaria,1,,NA,,,,,
6321,61,8,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,1,2,120,12.5,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6322,61,9,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,3_CP2,BB_BBL_3_CP2,VACCO,2,2,3,126,11.6,NA,ORTHRU,Orthosia rubescens,3,,3,BB_BBL_3_CP2_3_2018,,,,
6323,61,10,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,ACERU,2,1,1,120,12.5,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6324,61,11,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,ACERU,2,1,1,120,12.5,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6325,61,12,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,ACERU,2,1,2,96,8.4,NA,,NA,0,,NA,,,,,
6326,61,13,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,LYOLI,1,1,1,65,9.3,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6327,61,14,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,LYOLI,1,1,2,66,8.2,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6328,61,15,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,LYOLI,1,1,2,66,8.2,NA,ORTHXX,Orthosia,2,,NA,,,,,
6329,61,16,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,LYOLI,1,1,2,66,8.2,NA,UNKNXX,Unknown,1,,4,BB_BBL_2_CP4_4_2018,,,,
6330,61,17,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,4_CP4,BB_BBL_4_CP4,CASDE,1,1,1,102,9,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6331,61,18,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,4_CP4,BB_BBL_4_CP4,ACERU,1,1,1,53,3.2,NA,,NA,0,,NA,,,,,
6332,61,19,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,4_CP4,BB_BBL_4_CP4,ACERU,1,1,2,110,5.9,NA,,NA,0,,NA,,1 Microlepidoptera <1cm,,,
6333,61,20,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,4_CP4,BB_BBL_4_CP4,ACERU,1,1,3,101,11.6,NA,,NA,0,,NA,,,,,
6334,61,21,SS,CM,"CM,NP",2018,2018-06-14,BB,BBL,4_CP4,BB_BBL_4_CP4,ACERU,1,1,4,116,12.2,NA,EUPIVA,Eupithecia variegated,1,,NA,,,,,
6335,62,1,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,3,3,121,11.8,NA,CHORRO,Choristoneura rosaceana,1,,3,BB_BBL_3_CP1_3_2018,,,,
6336,62,1,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,3,3,121,11.8,NA,EUPIXX,Eupithecia,1,,4,BB_BBL_3_CP1_4_2018,green,,,
6337,62,2,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP1,BB_BBL_3_CP1,LYOLI,7,3,4,102,10.5,NA,MORREV,Morrisonia evicta,4,,5,BB_BBL_3_CP1_5_2018,3 specimens collected,,,
6338,62,3,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,1,75,8.8,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
6339,62,4,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,2,69,9.8,NA,,NA,0,,NA,,,,,
6340,62,5,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,3,84,8.4,NA,,NA,0,,NA,,,,,
6341,62,6,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,4,84,8.9,NA,LYMADI,Lymantria dispar,4,,NA,,,,,
6342,62,7,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,5,85,11.6,NA,EUPIXX,Eupithecia,1,,1,BB_BBL_3_CP4_1_2018,,,,
6343,62,7,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,QUEMO,1,1,5,85,11.6,NA,LYMADI,Lymantria dispar,6,,NA,,,,,
6344,62,8,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,1,1,83,8.4,NA,LYMADI,Lymantria dispar,4,,NA,,,,,
6345,62,9,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,2,2,80.9,10.5,NA,ORTHXX,Orthosia,1,,NA,,"same as 5,6,7",,,
6346,62,9,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,2,2,80.9,10.5,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
6347,62,10,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,3,3,98,12.8,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
6348,62,10,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,3,3,98,12.8,NA,CHORRO,Choristoneura rosaceana,1,,2,BB_BBL_3_CP4_2_2018,,,,
6349,62,11,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,3,3,98,12.8,NA,PEROAN,Pero ancetaria,1,,4,BB_BBL_3_CP4_4_2018,,,,
6350,62,11,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,3,3,98,12.8,NA,ORTHXX,Orthosia,1,,NA,,"same as 5,6,7",,,
6351,62,12,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,3,3,98,12.8,NA,MELACA,Melanolophia canadaria,2,,3,BB_BBL_3_CP4_3_2018,green,,,
6352,62,13,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,4,4,69,7.7,NA,EUPIXX,Eupithecia,1,,NA,,yellow,,,
6353,62,13,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,4,4,69,7.7,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,,
6354,62,14,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,4,4,69,7.7,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
6355,62,15,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,LYOLI,5,5,5,121,9.4,NA,EUPIXX,Eupithecia,1,,NA,,yellow,,,
6356,62,16,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,1,1,57,7.6,NA,,NA,0,,NA,,,,,
6357,62,17,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,2,2,48,6.5,NA,,NA,0,,NA,,,,,
6358,62,18,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,3,3,54,5.4,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6359,62,19,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,4,4,64,6.8,NA,,NA,0,,NA,,,,,
6360,62,20,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,5,5,71,8.7,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6361,62,20,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,3_CP4,BB_BBL_3_CP4,GAYBA,6,5,5,71,8.7,NA,EUPIXX,Eupithecia,1,,5,BB_BBL_3_CP4_5_2018,yellow/green,,,
6362,62,21,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,QUEMO,1,1,1,61,13.4,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
6363,62,21,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,QUEMO,1,1,1,61,13.4,NA,EUPIXX,Eupithecia,1,,NA,,,,,
6364,62,22,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,QUEMO,1,1,2,46,8.5,NA,,NA,0,,NA,,,,,
6365,62,23,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,1,90.3,9.8,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6366,62,24,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,2,102,9.3,NA,MALADI,Malacosoma disstria,2,,NA,,,,,
6367,62,24,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,2,102,9.3,NA,LYMADI,Lymantria dispar,3,,NA,,,,,
6368,62,25,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,3,132,14,NA,,NA,0,,NA,,,,,
6369,62,26,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,4,134,15.3,NA,MALADI,Malacosoma disstria,1,,NA,,"Recorded as Malacosoma, but M. disstria present in plot (JGM)",,,
6370,62,26,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,4_CP3,BB_BBL_4_CP3,CASDE,1,1,4,134,15.3,NA,LYMADI,Lymantria dispar,4,,NA,,,,,
6371,62,27,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,AMEXX,1,1,1,49,2,NA,,NA,0,,NA,,,,,
6372,62,28,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,ACERU,2,2,3,79,7.2,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6373,62,29,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,QUEAL,1,1,1,76,8.2,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6374,62,29,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,QUEAL,1,1,1,76,8.2,NA,EUPIXX,Eupithecia,1,,NA,,,,,
6375,62,30,SS,DC,"DC,DW",2018,2018-06-14,BB,BBL,2_CP4,BB_BBL_2_CP4,QUEAL,1,1,2,91,9.2,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
6376,63,1,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,ACERU,1,1,1,79,7.6,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6377,63,2,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,LYOLI,12,4,4,69,9,NA,ORTHXX,Orthosia,2,,NA,,green,,,
6378,63,3,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,ACERU,1,1,2,104,9,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6379,63,4,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,ACERU,1,1,2,104,9,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
6380,63,5,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,ACERU,1,1,2,104,9,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6381,63,6,SS,CG,"CG,DW,SE",2018,2018-06-14,BB,BBL,4_CP1,BB_BBL_4_CP1,LYOLI,12,5,5,114,11.3,NA,ORTHXX,Orthosia,2,,NA,,green,,,
6382,64,1,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,ACERU,1,1,1,115,7.8,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6383,64,2,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,ACERU,1,1,1,115,7.8,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6384,64,3,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,ACERU,1,1,2,124,11.4,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6385,64,4,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,CARTO,2,1,1,NA,NA,17,LYMADI,Lymantria dispar,1,,NA,,,,,
6386,64,5,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,CARTO,2,1,2,NA,NA,4,,NA,0,,NA,,,,,
6387,64,6,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,CARTO,2,2,3,NA,NA,17,,NA,0,,NA,,,,,
6388,64,7,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,CARTO,2,2,4,NA,NA,24,,NA,0,,NA,,,,,
6389,64,8,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP2,BB_BBL_2_CP2,ACERU,1,1,3,NA,NA,30,LYMADI,Lymantria dispar,1,,NA,,,,,
6390,64,9,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,1,48,7.7,NA,IRIDEP,Iridopsis ephyraria,1,,NA,,,,,
6391,64,10,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,1,48,7.7,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6392,64,11,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,2,67,4.5,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6393,64,12,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,3,128,17.4,NA,ORGYLE,Orgyia leucostigma,1,,NA,,,,Likely O. leucostigma (JGM),
6394,64,13,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,3,128,17.4,NA,LYMADI,Lymantria dispar,2,,NA,,,,,
6395,64,14,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,3,128,17.4,NA,MELACA,Melanolophia canadaria,1,,NA,,,,,
6396,64,15,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARCA,1,1,3,128,17.4,NA,EUPISW,Eupithecia swettii,1,,NA,,speedracer/green/plumber's butt,,,
6397,64,16,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,GAYBA,1,1,1,32,4.5,NA,,NA,0,,NA,,,,,
6398,64,17,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARTO,2,1,1,89,12.5,NA,,NA,0,,NA,,,,,
6399,64,18,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARTO,2,2,2,69,9.8,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6400,64,19,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARTO,2,2,2,69,9.8,NA,MICROL,Microlepidoptera,1,,NA,,,,,
6401,64,20,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,2_CP3,BB_BBL_2_CP3,CARTO,2,2,3,NA,NA,9,,NA,0,,NA,,,,,
6402,64,21,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,4_CP2,BB_BBL_4_CP2,ACERU,1,1,1,137,11.4,NA,LYMADI,Lymantria dispar,1,,NA,,,,,
6403,64,22,SS,JM,"HM,JM",2018,2018-06-14,BB,BBL,4_CP2,BB_BBL_4_CP2,ACERU,1,1,1,137,11.4,NA,MORRCO,Morrisonia confusa,1,,NA,,,,,
